Weight_Mean,Weight_Median,Weight_Mode,Weight_Max_Mode,Date_Time
26.19,26.1,NO MODE,NO MAX_MODE,2022-07-18 12:41:20.310405
27.178,27.45,NO MODE,NO MAX_MODE,2022-07-18 13:03:08.626875
25.726,25.95,NO MODE,NO MAX_MODE,2022-07-18 13:12:26.470101
27.728,28.4,28.8,NO MAX_MODE,2022-07-18 14:24:36.820608
27.195999999999998,27.549999999999997,NO MODE,NO MAX_MODE,2022-07-18 15:06:44.517560
26.794,26.6,NO MODE,NO MAX_MODE,2022-07-18 15:36:54.440247
26.956,26.95,26.5,NO MAX_MODE,2022-07-18 16:53:29.287605
27.326,27.75,29.3,NO MAX_MODE,2022-07-18 17:05:37.301434
24.334,24.15,23.7,NO MAX_MODE,2022-07-18 17:15:47.872573
27.87,27.85,27.7,NO MAX_MODE,2022-07-18 17:26:08.016302
26.744,26.95,24.5,NO MAX_MODE,2022-07-18 17:49:29.232083
29.188,29.5,30.0,NO MAX_MODE,2022-07-18 17:54:32.487700
27.872,27.9,NO MODE,NO MAX_MODE,2022-07-18 18:43:18.962874
27.11,26.9,26.9,NO MAX_MODE,2022-07-18 19:04:54.852592
29.934,30.6,30.6,NO MAX_MODE,2022-07-18 19:26:19.162854
27.334,27.35,NO MODE,NO MAX_MODE,2022-07-18 19:48:07.040328
29.184,29.2,29.0,NO MAX_MODE,2022-07-18 20:18:18.832381
29.798,29.7,NO MODE,NO MAX_MODE,2022-07-18 20:48:24.129982
27.562,28.75,NO MODE,NO MAX_MODE,2022-07-19 00:32:22.494107
27.642,28.65,29.0,NO MAX_MODE,2022-07-19 00:42:58.158826
26.028,25.35,27.8,NO MAX_MODE,2022-07-19 06:47:23.503031
27.592,28.35,NO MODE,NO MAX_MODE,2022-07-19 06:53:54.471969
27.02,27.55,27.7,NO MAX_MODE,2022-07-19 07:00:42.288166
27.426000000000002,27.35,26.8,NO MAX_MODE,2022-07-19 07:11:55.483937
